0,2016-04-25,那一首首 BGM,有BGM的时候，连战斗力都翻了好几番——这就是我的魔兽世界回忆
1,2016-04-15,来聊聊黄金年代的LucasArts冒险游戏,一群有趣的人开发了一长串有意思的游戏，这就是LucasArts的冒险游戏应该被记住的理由
2,2016-04-02,K.G.S 买游戏的时候也是封面党-1！,看封面买游戏，就跟你见网友一样。
3,2016-03-28,写给宝可梦20周年——珍珠钻石篇,第四世代的493只精灵
4,2016-03-16,谁还记得范克里夫？,也许就是在死矿里得那段时光我们得到是纯粹的游戏乐趣
5,2016-03-15,写给宝可梦20周年——宝石篇,第三世代的386只精灵
6,2016-03-15,好想回到童年跟小伙伴再玩一次口袋金,我满怀着激动一次又一次回放着那些熟悉的音乐，往事如烟历历在目...
7,2016-03-07,一个非核心玩家的Pokemon编年史,这就是我们为什么这么喜欢《精灵宝可梦》的理由
8,2016-03-02,写给宝可梦20周年——金银篇,第二世代的251只精灵
9,2016-02-28,一起来看一看各世代游戏机广告选集,各厂商在给自家游戏机拍广告的时候都够用心的啊
10,2016-02-26,写给宝可梦20周年——红绿篇,第一世代的151只精灵
11,2016-01-16,谁还记得PS3上这款再也见不到的游戏？,有一款来自索尼伦敦工作室的游戏展现出了PS3神机的王者风范，然后......就没有然后了
12,2016-01-15,大家还记得这个戴眼镜的男孩吗？,国外看星战，却在广告时间看到了J.K.罗琳的神奇生物电影的预告。
13,2016-01-14,小龙女，九代目，抹抹嘴，等下顿,这个时代，是一个需要文化快餐的时代，我们享用完，抹抹嘴离开，等待下一顿的到来
14,2016-01-14,我想说一说雪乐山那些逼疯强迫症的游戏,你以为我说的是模拟城市？错！我说的是雪乐山那些逼疯强迫症规划师的游戏。
15,2016-01-11,K.G.S 给《星球大战》在游戏圈寻亲！,上世纪的不少老游戏都沾了《星球大战》的光！
16,2015-12-31,K.G.S 羡慕12月31号过生日的人！,12月过生日的人太多了！
17,2015-12-25,《皇牌空战》系列二十周年编年史（下）,让我们跟随皇牌的轨迹，回顾这段属于热血与天空的传奇
18,2015-12-18,《乔乔奇妙冒险》是K.G.S接触亚文化的钥匙！,不管怎么说，《JOJO'S BIZARRE ADVENTURE》的确影响了 K.G.S 的世界观
19,2015-12-17,《皇牌空战》系列二十周年编年史（上）,让我们跟随皇牌的轨迹，回顾这段属于热血与天空的传奇
20,2015-12-15,聊聊那些年我玩过的国产战略游戏,“江山如画，一时多少手残”
21,2015-11-27,【纪录片】岩田聪的一生,游戏的意义是让所有人快乐
22,2015-11-13,《导演的月常》让 K.G.S 回到了80年代！,感谢贝壳在月常中又加入了80年代的梗。
23,2015-10-25,文艺复兴时期的浪漫刺客,我不想深究什么让它改变了，我只想说说它曾经的辉煌
